instance,n,prob,num_type,value
17-26,20,0.3,orig_minAB_obj,2871
17-26,20,0.3,orig_simpl_obj,2801
17-27,20,0.3,orig_minAB_obj,2235
17-27,20,0.3,orig_simpl_obj,2372
17-28,20,0.3,orig_minAB_obj,3438
17-28,20,0.3,orig_simpl_obj,3710
17-29,20,0.3,orig_minAB_obj,2354
17-29,20,0.3,orig_simpl_obj,2805
17-30,20,0.3,orig_minAB_obj,3160
17-30,20,0.3,orig_simpl_obj,3943
17-31,20,0.3,orig_minAB_obj,2047
17-31,20,0.3,orig_simpl_obj,2111
18-0,20,0.3,orig_minAB_obj,3626
18-0,20,0.3,orig_simpl_obj,4548
18-1,20,0.3,orig_minAB_obj,3882
18-1,20,0.3,orig_simpl_obj,4360
18-2,20,0.3,orig_minAB_obj,3468
18-2,20,0.3,orig_simpl_obj,4106
18-3,20,0.3,orig_minAB_obj,2821
18-3,20,0.3,orig_simpl_obj,3004
18-4,20,0.3,orig_minAB_obj,3648
18-4,20,0.3,orig_simpl_obj,3791
18-5,20,0.3,orig_minAB_obj,1619
18-5,20,0.3,orig_simpl_obj,2321
18-6,20,0.3,orig_minAB_obj,3105
18-6,20,0.3,orig_simpl_obj,3865
18-7,20,0.3,orig_minAB_obj,2117
18-7,20,0.3,orig_simpl_obj,2723
18-8,20,0.3,orig_minAB_obj,2838
18-8,20,0.3,orig_simpl_obj,3746
18-9,20,0.3,orig_minAB_obj,2451
18-9,20,0.3,orig_simpl_obj,3266
18-10,20,0.3,orig_minAB_obj,2639
18-10,20,0.3,orig_simpl_obj,2324
18-11,20,0.3,orig_minAB_obj,2531
18-11,20,0.3,orig_simpl_obj,2714
18-12,20,0.3,orig_minAB_obj,3943
18-12,20,0.3,orig_simpl_obj,4103
18-13,20,0.3,orig_minAB_obj,4056
18-13,20,0.3,orig_simpl_obj,3216
