instance,n,prob,num_type,value
21-12,20,0.3,orig_minAB_obj,1870
21-12,20,0.3,orig_simpl_obj,1705
21-13,20,0.3,orig_minAB_obj,3532
21-13,20,0.3,orig_simpl_obj,3122
21-14,20,0.3,orig_minAB_obj,2609
21-14,20,0.3,orig_simpl_obj,2779
21-15,20,0.3,orig_minAB_obj,1608
21-15,20,0.3,orig_simpl_obj,2165
22-0,20,0.3,orig_minAB_obj,2645
22-0,20,0.3,orig_simpl_obj,3406
22-1,20,0.3,orig_minAB_obj,1521
22-1,20,0.3,orig_simpl_obj,2534
22-2,20,0.3,orig_minAB_obj,999
22-2,20,0.3,orig_simpl_obj,865
22-3,20,0.3,orig_minAB_obj,2472
22-3,20,0.3,orig_simpl_obj,3073
22-4,20,0.3,orig_minAB_obj,61
22-4,20,0.3,orig_simpl_obj,61
22-5,20,0.3,orig_minAB_obj,1145
22-5,20,0.3,orig_simpl_obj,1478
22-6,20,0.3,orig_minAB_obj,3444
22-6,20,0.3,orig_simpl_obj,4945
22-7,20,0.3,orig_minAB_obj,2286
22-7,20,0.3,orig_simpl_obj,2419
22-8,20,0.3,orig_minAB_obj,3939
22-8,20,0.3,orig_simpl_obj,4564
22-9,20,0.3,orig_minAB_obj,2186
22-9,20,0.3,orig_simpl_obj,1850
22-10,20,0.3,orig_minAB_obj,1938
22-10,20,0.3,orig_simpl_obj,2277
22-11,20,0.3,orig_minAB_obj,1474
22-11,20,0.3,orig_simpl_obj,1469
22-12,20,0.3,orig_minAB_obj,394
22-12,20,0.3,orig_simpl_obj,367
22-13,20,0.3,orig_minAB_obj,1360
22-13,20,0.3,orig_simpl_obj,1295
22-14,20,0.3,orig_minAB_obj,1610
22-14,20,0.3,orig_simpl_obj,2150
22-15,20,0.3,orig_minAB_obj,4169
22-15,20,0.3,orig_simpl_obj,4020
23-0,20,0.3,orig_minAB_obj,94
23-0,20,0.3,orig_simpl_obj,97
23-1,20,0.3,orig_minAB_obj,141
23-1,20,0.3,orig_simpl_obj,132
23-2,20,0.3,orig_minAB_obj,2362
23-2,20,0.3,orig_simpl_obj,2042
23-3,20,0.3,orig_minAB_obj,987
23-3,20,0.3,orig_simpl_obj,997
23-4,20,0.3,orig_minAB_obj,976
23-4,20,0.3,orig_simpl_obj,1137
23-5,20,0.3,orig_minAB_obj,3495
23-5,20,0.3,orig_simpl_obj,3428
23-6,20,0.3,orig_minAB_obj,1757
23-6,20,0.3,orig_simpl_obj,1602
23-7,20,0.3,orig_minAB_obj,524
23-7,20,0.3,orig_simpl_obj,483
23-8,20,0.3,orig_minAB_obj,1645
23-8,20,0.3,orig_simpl_obj,1551
23-9,20,0.3,orig_minAB_obj,3043
23-9,20,0.3,orig_simpl_obj,3134
23-10,20,0.3,orig_minAB_obj,927
23-10,20,0.3,orig_simpl_obj,953
23-11,20,0.3,orig_minAB_obj,946
23-11,20,0.3,orig_simpl_obj,1343
23-12,20,0.3,orig_minAB_obj,2849
23-12,20,0.3,orig_simpl_obj,2948
23-13,20,0.3,orig_minAB_obj,1987
23-13,20,0.3,orig_simpl_obj,2145
23-14,20,0.3,orig_minAB_obj,263
23-14,20,0.3,orig_simpl_obj,279
23-15,20,0.3,orig_minAB_obj,311
23-15,20,0.3,orig_simpl_obj,345
24-0,20,0.3,orig_minAB_obj,67
24-0,20,0.3,orig_simpl_obj,66
24-1,20,0.3,orig_minAB_obj,376
24-1,20,0.3,orig_simpl_obj,394
24-2,20,0.3,orig_minAB_obj,1537
24-2,20,0.3,orig_simpl_obj,1493
24-3,20,0.3,orig_minAB_obj,1399
24-3,20,0.3,orig_simpl_obj,1568
24-4,20,0.3,orig_minAB_obj,1366
24-4,20,0.3,orig_simpl_obj,1884
24-5,20,0.3,orig_minAB_obj,2438
24-5,20,0.3,orig_simpl_obj,2616
24-6,20,0.3,orig_minAB_obj,899
24-6,20,0.3,orig_simpl_obj,958
24-7,20,0.3,orig_minAB_obj,586
24-7,20,0.3,orig_simpl_obj,555
24-8,20,0.3,orig_minAB_obj,2547
24-8,20,0.3,orig_simpl_obj,3681
24-9,20,0.3,orig_minAB_obj,2719
24-9,20,0.3,orig_simpl_obj,3034
24-10,20,0.3,orig_minAB_obj,1170
24-10,20,0.3,orig_simpl_obj,1179
24-11,20,0.3,orig_minAB_obj,1456
24-11,20,0.3,orig_simpl_obj,1450
24-12,20,0.3,orig_minAB_obj,225
24-12,20,0.3,orig_simpl_obj,245
24-13,20,0.3,orig_minAB_obj,185
24-13,20,0.3,orig_simpl_obj,213
24-14,20,0.3,orig_minAB_obj,161
24-14,20,0.3,orig_simpl_obj,188
24-15,20,0.3,orig_minAB_obj,2346
24-15,20,0.3,orig_simpl_obj,2907
25-0,20,0.3,orig_minAB_obj,304
25-0,20,0.3,orig_simpl_obj,335
25-1,20,0.3,orig_minAB_obj,1289
25-1,20,0.3,orig_simpl_obj,1498
25-2,20,0.3,orig_minAB_obj,2611
25-2,20,0.3,orig_simpl_obj,2579
25-3,20,0.3,orig_minAB_obj,1528
25-3,20,0.3,orig_simpl_obj,1685
25-4,20,0.3,orig_minAB_obj,1760
25-4,20,0.3,orig_simpl_obj,1793
25-5,20,0.3,orig_minAB_obj,112
25-5,20,0.3,orig_simpl_obj,114
25-6,20,0.3,orig_minAB_obj,1633
25-6,20,0.3,orig_simpl_obj,2242
25-7,20,0.3,orig_minAB_obj,1140
25-7,20,0.3,orig_simpl_obj,1473
25-8,20,0.3,orig_minAB_obj,2972
25-8,20,0.3,orig_simpl_obj,2610
25-9,20,0.3,orig_minAB_obj,2950
25-9,20,0.3,orig_simpl_obj,3140
25-10,20,0.3,orig_minAB_obj,287
25-10,20,0.3,orig_simpl_obj,278
25-11,20,0.3,orig_minAB_obj,2236
25-11,20,0.3,orig_simpl_obj,2307
25-12,20,0.3,orig_minAB_obj,1985
25-12,20,0.3,orig_simpl_obj,2417
25-13,20,0.3,orig_minAB_obj,1393
25-13,20,0.3,orig_simpl_obj,1597
25-14,20,0.3,orig_minAB_obj,2360
25-14,20,0.3,orig_simpl_obj,2397
25-15,20,0.3,orig_minAB_obj,1795
25-15,20,0.3,orig_simpl_obj,2142
26-0,20,0.3,orig_minAB_obj,1524
26-0,20,0.3,orig_simpl_obj,2010
26-1,20,0.3,orig_minAB_obj,2384
26-1,20,0.3,orig_simpl_obj,2827
26-2,20,0.3,orig_minAB_obj,844
26-2,20,0.3,orig_simpl_obj,859
26-3,20,0.3,orig_minAB_obj,748
26-3,20,0.3,orig_simpl_obj,752
26-4,20,0.3,orig_minAB_obj,1999
26-4,20,0.3,orig_simpl_obj,2221
26-5,20,0.3,orig_minAB_obj,1865
26-5,20,0.3,orig_simpl_obj,2092
26-6,20,0.3,orig_minAB_obj,1111
26-6,20,0.3,orig_simpl_obj,1210
26-7,20,0.3,orig_minAB_obj,1868
26-7,20,0.3,orig_simpl_obj,2592
26-8,20,0.3,orig_minAB_obj,1267
26-8,20,0.3,orig_simpl_obj,1306
26-9,20,0.3,orig_minAB_obj,989
26-9,20,0.3,orig_simpl_obj,913
26-10,20,0.3,orig_minAB_obj,1569
26-10,20,0.3,orig_simpl_obj,1558
26-11,20,0.3,orig_minAB_obj,1740
26-11,20,0.3,orig_simpl_obj,1597
26-12,20,0.3,orig_minAB_obj,1899
26-12,20,0.3,orig_simpl_obj,2082
26-13,20,0.3,orig_minAB_obj,1149
26-13,20,0.3,orig_simpl_obj,1048
26-14,20,0.3,orig_minAB_obj,598
26-14,20,0.3,orig_simpl_obj,695
26-15,20,0.3,orig_minAB_obj,714
26-15,20,0.3,orig_simpl_obj,1020
27-0,20,0.3,orig_minAB_obj,838
27-0,20,0.3,orig_simpl_obj,794
27-1,20,0.3,orig_minAB_obj,1008
27-1,20,0.3,orig_simpl_obj,1021
27-2,20,0.3,orig_minAB_obj,1366
27-2,20,0.3,orig_simpl_obj,1913
