instance,N,num_type,value,comment
4,10,orig_sifts_red_obj,225,--none--
0,23,trials,1,--none--
0,23,orig_gen_time,1.4178953170776367,--none--
0,23,vs_gen_time,5.4836273193359375e-05,--none--
0,23,BBsearch_time,2.50015926361084,--none--
0,23,alig_to_order_time,0.9890708923339844,--none--
0,23,orig_aux_obj,47978,--none--
0,23,orig_sifts_red_time,207.29219698905945,--none--
0,23,orig_sifts_red_obj,102756,--none--
1,23,trials,1,--none--
1,23,orig_gen_time,3.2370665073394775,--none--
1,23,vs_gen_time,5.745887756347656e-05,--none--
1,23,BBsearch_time,8.998197555541992,--none--
1,23,alig_to_order_time,1.3752260208129883,--none--
1,23,orig_aux_obj,39985,--none--
1,23,orig_sifts_red_time,161.67768931388855,--none--
1,23,orig_sifts_red_obj,105321,--none--
2,23,trials,1,--none--
2,23,orig_gen_time,1.6466238498687744,--none--
2,23,vs_gen_time,3.3855438232421875e-05,--none--
2,23,BBsearch_time,7.712990760803223,--none--
2,23,alig_to_order_time,1.3400166034698486,--none--
2,23,orig_aux_obj,56301,--none--
2,23,orig_sifts_red_time,114.38691449165344,--none--
2,23,orig_sifts_red_obj,83194,--none--
3,23,trials,1,--none--
3,23,orig_gen_time,1.3846092224121094,--none--
3,23,vs_gen_time,5.316734313964844e-05,--none--
3,23,BBsearch_time,0.27670812606811523,--none--
3,23,alig_to_order_time,1.5239264965057373,--none--
3,23,orig_aux_obj,94479,--none--
3,23,orig_sifts_red_time,167.98654913902283,--none--
3,23,orig_sifts_red_obj,204453,--none--
4,23,trials,1,--none--
4,23,orig_gen_time,1.1065797805786133,--none--
4,23,vs_gen_time,5.245208740234375e-05,--none--
4,23,BBsearch_time,5.068469047546387,--none--
4,23,alig_to_order_time,0.46703648567199707,--none--
4,23,orig_aux_obj,20049,--none--
4,23,orig_sifts_red_time,25.539490461349487,--none--
4,23,orig_sifts_red_obj,51850,--none--
0,15,trials,1,--none--
0,15,orig_gen_time,0.03182840347290039,--none--
0,15,vs_gen_time,4.100799560546875e-05,--none--
0,15,BBsearch_time,1.0717785358428955,--none--
0,15,alig_to_order_time,0.06021904945373535,--none--
0,15,orig_aux_obj,1311,--none--
0,15,orig_sifts_red_time,0.947786808013916,--none--
0,15,orig_sifts_red_obj,2812,--none--
1,15,trials,1,--none--
1,15,orig_gen_time,0.029880285263061523,--none--
1,15,vs_gen_time,3.504753112792969e-05,--none--
1,15,BBsearch_time,0.6513166427612305,--none--
1,15,alig_to_order_time,0.11888527870178223,--none--
1,15,orig_aux_obj,846,--none--
1,15,orig_sifts_red_time,0.7372720241546631,--none--
1,15,orig_sifts_red_obj,1595,--none--
2,15,trials,1,--none--
2,15,orig_gen_time,0.024617433547973633,--none--
2,15,vs_gen_time,3.5762786865234375e-05,--none--
2,15,BBsearch_time,0.35715413093566895,--none--
2,15,alig_to_order_time,0.04693293571472168,--none--
2,15,orig_aux_obj,1812,--none--
2,15,orig_sifts_red_time,0.8532662391662598,--none--
2,15,orig_sifts_red_obj,2413,--none--
3,15,trials,1,--none--
3,15,orig_gen_time,0.038838863372802734,--none--
3,15,vs_gen_time,8.344650268554688e-05,--none--
3,15,BBsearch_time,0.5491616725921631,--none--
3,15,alig_to_order_time,0.06844067573547363,--none--
3,15,orig_aux_obj,2919,--none--
3,15,orig_sifts_red_time,1.0429437160491943,--none--
3,15,orig_sifts_red_obj,2745,--none--
4,15,trials,1,--none--
4,15,orig_gen_time,0.017077207565307617,--none--
4,15,vs_gen_time,3.4332275390625e-05,--none--
4,15,BBsearch_time,0.6004436016082764,--none--
4,15,alig_to_order_time,0.03731346130371094,--none--
4,15,orig_aux_obj,1360,--none--
4,15,orig_sifts_red_time,0.6136538982391357,--none--
4,15,orig_sifts_red_obj,1075,--none--
