k, VS_status, AB_simscore, no_opts, opts_diam, best_VS_simscore, worst_VS_simscore, exp_time
0, optimal, 53.3, 4, 13.3, 73.3, 66.7, 0.6
1, optimal, 40.0, 6, 20.0, 53.3, 33.3, 0.5
2, optimal, 66.7, 36, 40.0, 80.0, 40.0, 0.5
3, optimal, 40.0, 720, 100.0, 100.0, 0.0, 4.5
4, optimal, 46.7, 20, 46.7, 80.0, 53.3, 0.5
5, optimal, 66.7, 4, 13.3, 100.0, 93.3, 0.5
6, optimal, 46.7, 8, 20.0, 86.7, 66.7, 0.4
7, optimal, 40.0, 4, 93.3, 60.0, 46.7, 0.5
8, optimal, 46.7, 24, 40.0, 66.7, 26.7, 0.4
9, optimal, 40.0, 5, 33.3, 66.7, 60.0, 0.6
10, optimal, 26.7, 2, 6.7, 20.0, 20.0, 0.7
11, optimal, 53.3, 1, 0.0, 60.0, 60.0, 0.5
12, optimal, 46.7, 5, 40.0, 66.7, 53.3, 0.5
13, optimal, 73.3, 12, 26.7, 73.3, 46.7, 0.4
14, optimal, 60.0, 12, 26.7, 80.0, 53.3, 0.4
15, optimal, 60.0, 8, 20.0, 86.7, 73.3, 0.5
16, optimal, 46.7, 12, 26.7, 86.7, 60.0, 0.4
17, optimal, 40.0, 8, 66.7, 80.0, 53.3, 0.5
18, optimal, 40.0, 4, 13.3, 86.7, 80.0, 0.6
19, optimal, 46.7, 120, 66.7, 100.0, 33.3, 0.5
20, optimal, 46.7, 15, 66.7, 100.0, 53.3, 0.5
21, optimal, 60.0, 4, 13.3, 100.0, 93.3, 0.6
22, optimal, 80.0, 4, 13.3, 100.0, 93.3, 0.5
23, optimal, 40.0, 6, 20.0, 53.3, 33.3, 0.5
24, optimal, 60.0, 1, 0.0, 80.0, 80.0, 0.6
25, optimal, 33.3, 16, 46.7, 80.0, 40.0, 0.4
26, optimal, 46.7, 6, 20.0, 73.3, 53.3, 0.4
27, optimal, 13.3, 4, 13.3, 66.7, 53.3, 0.4
28, optimal, 80.0, 120, 66.7, 93.3, 26.7, 0.5
29, optimal, 46.7, 48, 46.7, 66.7, 20.0, 0.5
30, optimal, 86.7, 12, 40.0, 100.0, 73.3, 0.8
31, optimal, 46.7, 6, 20.0, 53.3, 33.3, 0.5
32, optimal, 40.0, 4, 20.0, 60.0, 53.3, 0.7
33, optimal, 60.0, 3, 13.3, 93.3, 86.7, 0.5
34, optimal, 53.3, 12, 26.7, 100.0, 73.3, 0.4
35, optimal, 33.3, 48, 46.7, 86.7, 40.0, 0.5
36, optimal, 46.7, 4, 13.3, 60.0, 46.7, 0.5
37, optimal, 33.3, 120, 66.7, 100.0, 33.3, 0.5
38, optimal, 53.3, 6, 20.0, 100.0, 86.7, 0.6
39, optimal, 33.3, 16, 46.7, 73.3, 40.0, 0.4
40, optimal, 53.3, 4, 26.7, 93.3, 80.0, 0.5
41, optimal, 46.7, 18, 33.3, 73.3, 40.0, 0.4
42, optimal, 53.3, 4, 13.3, 60.0, 46.7, 0.6
43, optimal, 46.7, 4, 13.3, 60.0, 53.3, 0.5
44, optimal, 66.7, 4, 13.3, 80.0, 66.7, 0.5
45, optimal, 60.0, 8, 20.0, 73.3, 53.3, 0.4
46, optimal, 40.0, 4, 13.3, 86.7, 80.0, 0.4
47, optimal, 46.7, 14, 46.7, 80.0, 46.7, 0.5
48, optimal, 66.7, 48, 46.7, 86.7, 40.0, 0.4
49, optimal, 73.3, 4, 13.3, 80.0, 73.3, 0.5
50, optimal, 40.0, 1, 0.0, 53.3, 53.3, 0.5
51, optimal, 60.0, 4, 13.3, 73.3, 60.0, 0.5
52, optimal, 53.3, 4, 13.3, 86.7, 80.0, 0.5
53, optimal, 33.3, 4, 13.3, 86.7, 73.3, 0.6
54, optimal, 33.3, 4, 13.3, 80.0, 66.7, 0.6
55, optimal, 26.7, 8, 26.7, 66.7, 46.7, 0.5
56, optimal, 60.0, 4, 13.3, 93.3, 86.7, 0.5
57, optimal, 53.3, 48, 46.7, 100.0, 53.3, 0.4
58, optimal, 40.0, 4, 13.3, 80.0, 73.3, 0.6
59, optimal, 33.3, 2, 6.7, 33.3, 33.3, 0.6
60, optimal, 60.0, 6, 26.7, 93.3, 73.3, 0.5
61, optimal, 46.7, 16, 46.7, 53.3, 33.3, 0.5
62, optimal, 53.3, 4, 13.3, 66.7, 60.0, 0.6
63, optimal, 20.0, 8, 33.3, 66.7, 40.0, 0.5
64, optimal, 86.7, 4, 13.3, 93.3, 80.0, 0.4
65, optimal, 73.3, 4, 13.3, 53.3, 46.7, 0.5
66, optimal, 53.3, 12, 26.7, 100.0, 73.3, 0.5
67, optimal, 80.0, 12, 26.7, 73.3, 53.3, 0.4
68, optimal, 13.3, 2, 6.7, 40.0, 40.0, 0.4
69, optimal, 60.0, 12, 26.7, 73.3, 46.7, 0.5
70, optimal, 26.7, 2, 6.7, 33.3, 33.3, 0.5
71, optimal, 66.7, 1, 0.0, 80.0, 80.0, 0.6
72, optimal, 33.3, 6, 20.0, 73.3, 60.0, 0.5
73, optimal, 46.7, 4, 13.3, 93.3, 80.0, 0.5
74, optimal, 13.3, 2, 6.7, 40.0, 40.0, 0.5
75, optimal, 46.7, 16, 40.0, 80.0, 40.0, 0.5
76, optimal, 46.7, 4, 13.3, 73.3, 66.7, 0.6
77, optimal, 60.0, 4, 20.0, 93.3, 86.7, 0.5
78, optimal, 20.0, 6, 20.0, 40.0, 26.7, 0.5
79, optimal, 33.3, 4, 13.3, 86.7, 80.0, 0.4
80, optimal, 33.3, 10, 33.3, 80.0, 60.0, 0.6
81, optimal, 66.7, 6, 40.0, 100.0, 66.7, 0.6
82, optimal, 33.3, 6, 40.0, 86.7, 46.7, 0.6
83, optimal, 33.3, 4, 13.3, 53.3, 40.0, 0.4
84, optimal, 26.7, 1, 0.0, 40.0, 40.0, 0.5
85, optimal, 53.3, 48, 46.7, 100.0, 53.3, 0.4
86, optimal, 46.7, 4, 13.3, 53.3, 40.0, 0.6
87, optimal, 80.0, 2, 6.7, 86.7, 86.7, 0.5
88, optimal, 33.3, 14, 66.7, 100.0, 60.0, 0.6
89, optimal, 73.3, 48, 46.7, 100.0, 53.3, 0.4
90, optimal, 26.7, 4, 13.3, 66.7, 53.3, 0.6
91, optimal, 26.7, 2, 6.7, 53.3, 53.3, 0.5
92, optimal, 13.3, 8, 100.0, 60.0, 40.0, 0.4
93, optimal, 73.3, 4, 13.3, 100.0, 86.7, 0.4
94, optimal, 53.3, 1, 0.0, 80.0, 80.0, 0.5
95, optimal, 66.7, 12, 33.3, 86.7, 73.3, 0.5
96, optimal, 33.3, 4, 20.0, 66.7, 53.3, 0.5
97, optimal, 66.7, 4, 13.3, 86.7, 73.3, 0.4
98, optimal, 40.0, 4, 13.3, 86.7, 73.3, 0.6
99, optimal, 33.3, 4, 13.3, 40.0, 33.3, 0.4
100, optimal, 40.0, 8, 26.7, 73.3, 53.3, 0.6
101, optimal, 40.0, 2, 6.7, 73.3, 73.3, 0.6
102, optimal, 26.7, 2, 6.7, 46.7, 46.7, 0.6
103, optimal, 66.7, 12, 40.0, 93.3, 53.3, 0.5
104, optimal, 20.0, 4, 26.7, 73.3, 46.7, 0.5
105, optimal, 33.3, 2, 6.7, 66.7, 66.7, 0.5
106, optimal, 20.0, 1, 0.0, 46.7, 46.7, 0.5
107, optimal, 60.0, 12, 26.7, 86.7, 60.0, 0.5
108, optimal, 46.7, 2, 6.7, 40.0, 40.0, 0.6
109, optimal, 66.7, 2, 6.7, 66.7, 66.7, 0.5
110, optimal, 26.7, 12, 26.7, 53.3, 26.7, 0.5
111, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
112, optimal, 53.3, 8, 73.3, 73.3, 53.3, 0.4
113, optimal, 73.3, 4, 20.0, 100.0, 93.3, 0.8
114, optimal, 60.0, 24, 40.0, 80.0, 53.3, 0.5
115, optimal, 66.7, 4, 13.3, 86.7, 73.3, 0.5
116, optimal, 40.0, 4, 13.3, 73.3, 66.7, 0.7
117, optimal, 53.3, 12, 26.7, 100.0, 73.3, 0.4
118, optimal, 6.7, 6, 20.0, 66.7, 53.3, 0.5
119, optimal, 60.0, 36, 40.0, 86.7, 53.3, 0.4
120, optimal, 20.0, 4, 20.0, 53.3, 40.0, 0.6
121, optimal, 46.7, 4, 13.3, 66.7, 53.3, 0.5
122, optimal, 33.3, 4, 13.3, 80.0, 73.3, 0.6
123, optimal, 60.0, 2, 6.7, 86.7, 86.7, 0.6
124, optimal, 53.3, 12, 26.7, 66.7, 40.0, 0.4
125, optimal, 20.0, 8, 26.7, 100.0, 80.0, 0.6
126, optimal, 33.3, 2, 6.7, 60.0, 60.0, 0.6
127, optimal, 20.0, 120, 66.7, 66.7, 0.0, 0.5
128, optimal, 53.3, 6, 20.0, 86.7, 73.3, 0.6
129, optimal, 40.0, 20, 86.7, 66.7, 40.0, 0.5
130, optimal, 53.3, 4, 20.0, 86.7, 66.7, 0.5
131, optimal, 33.3, 2, 6.7, 66.7, 66.7, 0.5
132, optimal, 53.3, 12, 26.7, 80.0, 60.0, 0.4
133, optimal, 86.7, 9, 26.7, 100.0, 80.0, 0.5
134, optimal, 46.7, 12, 26.7, 46.7, 26.7, 0.4
135, optimal, 60.0, 4, 13.3, 100.0, 93.3, 0.6
136, optimal, 66.7, 4, 13.3, 93.3, 80.0, 0.4
137, optimal, 60.0, 2, 6.7, 100.0, 100.0, 0.7
138, optimal, 60.0, 8, 26.7, 100.0, 86.7, 0.7
139, optimal, 53.3, 2, 6.7, 33.3, 33.3, 0.6
140, optimal, 73.3, 4, 20.0, 100.0, 86.7, 0.6
141, optimal, 13.3, 12, 26.7, 66.7, 40.0, 0.5
142, optimal, 53.3, 6, 20.0, 46.7, 33.3, 0.5
143, optimal, 46.7, 48, 46.7, 86.7, 40.0, 0.4
144, optimal, 60.0, 4, 20.0, 86.7, 80.0, 0.6
145, optimal, 33.3, 2, 6.7, 33.3, 33.3, 0.5
146, optimal, 40.0, 8, 66.7, 80.0, 46.7, 0.5
147, optimal, 46.7, 10, 60.0, 80.0, 66.7, 0.4
148, optimal, 46.7, 4, 13.3, 86.7, 73.3, 0.4
149, optimal, 60.0, 8, 20.0, 86.7, 66.7, 0.4
150, optimal, 33.3, 4, 13.3, 73.3, 66.7, 0.4
151, optimal, 26.7, 12, 26.7, 80.0, 53.3, 0.4
152, optimal, 26.7, 12, 100.0, 60.0, 40.0, 0.4
153, optimal, 66.7, 8, 26.7, 93.3, 80.0, 0.6
154, optimal, 60.0, 12, 26.7, 93.3, 73.3, 0.4
155, optimal, 60.0, 1, 0.0, 100.0, 100.0, 0.5
156, optimal, 53.3, 12, 26.7, 80.0, 60.0, 0.4
157, optimal, 46.7, 2, 6.7, 66.7, 66.7, 0.5
158, optimal, 33.3, 1, 0.0, 13.3, 13.3, 0.5
159, optimal, 20.0, 8, 26.7, 66.7, 46.7, 0.5
160, optimal, 46.7, 12, 26.7, 80.0, 60.0, 0.4
161, optimal, 80.0, 2, 6.7, 93.3, 93.3, 0.5
162, optimal, 46.7, 2, 6.7, 80.0, 80.0, 0.5
163, optimal, 66.7, 4, 13.3, 73.3, 60.0, 0.4
164, optimal, 40.0, 4, 13.3, 60.0, 53.3, 0.4
165, optimal, 46.7, 8, 26.7, 60.0, 33.3, 0.6
166, optimal, 53.3, 1, 0.0, 53.3, 53.3, 0.5
167, optimal, 66.7, 2, 6.7, 93.3, 93.3, 0.6
168, optimal, 53.3, 4, 33.3, 60.0, 46.7, 0.5
169, optimal, 53.3, 18, 40.0, 93.3, 60.0, 0.5
170, optimal, 26.7, 4, 20.0, 80.0, 66.7, 0.5
171, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
172, optimal, 26.7, 48, 46.7, 86.7, 40.0, 0.4
173, optimal, 46.7, 4, 13.3, 73.3, 66.7, 0.5
174, optimal, 53.3, 4, 13.3, 73.3, 60.0, 0.5
175, optimal, 46.7, 2, 6.7, 66.7, 66.7, 0.6
176, optimal, 20.0, 12, 33.3, 100.0, 66.7, 0.5
177, optimal, 46.7, 120, 66.7, 80.0, 13.3, 0.5
178, optimal, 66.7, 5, 33.3, 86.7, 73.3, 0.6
179, optimal, 46.7, 8, 20.0, 66.7, 46.7, 0.4
180, optimal, 60.0, 4, 13.3, 86.7, 80.0, 0.6
181, optimal, 60.0, 12, 26.7, 86.7, 60.0, 0.4
182, optimal, 40.0, 3, 13.3, 46.7, 33.3, 0.5
183, optimal, 60.0, 12, 40.0, 100.0, 73.3, 0.5
184, optimal, 53.3, 24, 40.0, 73.3, 40.0, 0.5
185, optimal, 80.0, 6, 20.0, 100.0, 86.7, 0.5
186, optimal, 40.0, 120, 66.7, 86.7, 20.0, 0.5
187, optimal, 66.7, 2, 6.7, 86.7, 86.7, 0.5
188, optimal, 6.7, 14, 53.3, 60.0, 26.7, 0.5
189, optimal, 33.3, 8, 26.7, 86.7, 73.3, 0.5
190, optimal, 40.0, 6, 20.0, 40.0, 26.7, 0.4
191, optimal, 40.0, 24, 40.0, 86.7, 53.3, 0.4
192, optimal, 80.0, 4, 13.3, 100.0, 86.7, 0.5
193, optimal, 73.3, 120, 66.7, 100.0, 33.3, 0.5
194, optimal, 26.7, 2, 6.7, 80.0, 80.0, 0.5
195, optimal, 33.3, 2, 6.7, 73.3, 73.3, 0.5
196, optimal, 60.0, 120, 66.7, 93.3, 26.7, 0.5
197, optimal, 40.0, 2, 6.7, 80.0, 80.0, 0.5
198, optimal, 80.0, 4, 13.3, 100.0, 93.3, 0.5
199, optimal, 20.0, 10, 46.7, 100.0, 60.0, 0.6
200, optimal, 33.3, 4, 20.0, 13.3, 6.7, 0.6
201, optimal, 33.3, 4, 13.3, 40.0, 33.3, 0.5
202, optimal, 53.3, 8, 26.7, 93.3, 66.7, 0.5
203, optimal, 73.3, 24, 40.0, 100.0, 73.3, 0.4
204, optimal, 80.0, 12, 26.7, 86.7, 60.0, 0.4
205, optimal, 40.0, 2, 6.7, 73.3, 73.3, 0.6
206, optimal, 33.3, 24, 40.0, 73.3, 46.7, 0.5
207, optimal, 40.0, 8, 26.7, 40.0, 20.0, 0.5
208, optimal, 73.3, 8, 26.7, 86.7, 73.3, 0.5
209, optimal, 53.3, 6, 40.0, 73.3, 40.0, 0.5
210, optimal, 53.3, 4, 13.3, 100.0, 93.3, 0.6
211, optimal, 46.7, 2, 6.7, 60.0, 60.0, 0.6
212, optimal, 60.0, 3, 13.3, 93.3, 86.7, 0.5
213, optimal, 20.0, 16, 46.7, 53.3, 26.7, 0.6
214, optimal, 66.7, 4, 13.3, 73.3, 66.7, 0.8
215, optimal, 20.0, 4, 13.3, 66.7, 60.0, 0.5
216, optimal, 60.0, 2, 6.7, 80.0, 80.0, 0.5
217, optimal, 46.7, 12, 33.3, 80.0, 60.0, 0.6
218, optimal, 53.3, 12, 26.7, 93.3, 66.7, 0.4
219, optimal, 46.7, 10, 80.0, 66.7, 46.7, 0.5
220, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
221, optimal, 73.3, 48, 46.7, 66.7, 26.7, 0.4
222, optimal, 53.3, 6, 20.0, 80.0, 66.7, 0.6
223, optimal, 66.7, 2, 6.7, 66.7, 66.7, 0.6
224, optimal, 53.3, 12, 26.7, 100.0, 73.3, 0.4
225, optimal, 46.7, 120, 66.7, 93.3, 26.7, 0.5
226, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.5
227, optimal, 53.3, 4, 13.3, 73.3, 66.7, 0.4
228, optimal, 66.7, 4, 13.3, 86.7, 73.3, 0.6
229, optimal, 73.3, 2, 6.7, 93.3, 93.3, 0.6
230, optimal, 40.0, 8, 66.7, 53.3, 13.3, 0.5
231, optimal, 53.3, 1, 0.0, 60.0, 60.0, 0.5
232, optimal, 46.7, 12, 26.7, 80.0, 53.3, 0.4
233, optimal, 53.3, 8, 53.3, 73.3, 53.3, 0.5
234, optimal, 46.7, 4, 13.3, 86.7, 73.3, 0.7
235, optimal, 73.3, 2, 6.7, 86.7, 86.7, 0.5
236, optimal, 33.3, 120, 66.7, 80.0, 13.3, 0.5
237, optimal, 46.7, 18, 33.3, 73.3, 46.7, 0.4
238, optimal, 53.3, 6, 20.0, 93.3, 80.0, 0.5
239, optimal, 26.7, 2, 6.7, 80.0, 80.0, 0.6
240, optimal, 60.0, 2, 6.7, 93.3, 93.3, 0.6
241, optimal, 33.3, 4, 13.3, 73.3, 60.0, 0.4
242, optimal, 66.7, 6, 53.3, 100.0, 53.3, 0.4
243, optimal, 46.7, 18, 40.0, 86.7, 60.0, 0.4
244, optimal, 53.3, 2, 6.7, 93.3, 93.3, 0.4
245, optimal, 60.0, 2, 6.7, 53.3, 53.3, 0.6
246, optimal, 26.7, 4, 13.3, 86.7, 80.0, 0.4
247, optimal, 60.0, 12, 33.3, 80.0, 60.0, 0.6
248, optimal, 46.7, 4, 13.3, 53.3, 46.7, 0.6
249, optimal, 6.7, 16, 40.0, 33.3, 13.3, 0.5
250, optimal, 46.7, 16, 86.7, 66.7, 6.7, 0.7
251, optimal, 73.3, 2, 53.3, 66.7, 66.7, 0.5
252, optimal, 40.0, 4, 13.3, 60.0, 46.7, 0.5
253, optimal, 53.3, 24, 40.0, 66.7, 33.3, 0.4
254, optimal, 26.7, 6, 20.0, 86.7, 73.3, 0.5
255, optimal, 26.7, 48, 46.7, 86.7, 40.0, 0.4
256, optimal, 13.3, 24, 46.7, 80.0, 40.0, 0.4
257, optimal, 60.0, 16, 53.3, 86.7, 60.0, 0.4
258, optimal, 60.0, 4, 20.0, 86.7, 80.0, 0.5
259, optimal, 40.0, 8, 40.0, 60.0, 40.0, 0.5
260, optimal, 60.0, 2, 6.7, 93.3, 93.3, 0.4
261, optimal, 73.3, 2, 6.7, 100.0, 100.0, 0.5
262, optimal, 46.7, 6, 20.0, 100.0, 86.7, 0.7
263, optimal, 66.7, 8, 40.0, 86.7, 66.7, 0.6
264, optimal, 33.3, 16, 53.3, 66.7, 20.0, 0.5
265, optimal, 80.0, 6, 20.0, 86.7, 73.3, 0.5
266, optimal, 80.0, 12, 26.7, 100.0, 80.0, 0.5
267, optimal, 26.7, 3, 13.3, 60.0, 53.3, 0.5
268, optimal, 26.7, 4, 20.0, 73.3, 66.7, 0.5
269, optimal, 20.0, 6, 26.7, 46.7, 33.3, 0.5
270, optimal, 46.7, 16, 66.7, 86.7, 53.3, 0.5
271, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.6
272, optimal, 80.0, 8, 26.7, 100.0, 86.7, 0.5
273, optimal, 40.0, 12, 26.7, 73.3, 46.7, 0.4
274, optimal, 20.0, 4, 13.3, 86.7, 73.3, 0.5
275, optimal, 40.0, 48, 46.7, 73.3, 26.7, 0.4
276, optimal, 26.7, 44, 93.3, 80.0, 6.7, 0.8
277, optimal, 33.3, 8, 33.3, 60.0, 26.7, 0.5
278, optimal, 40.0, 4, 13.3, 60.0, 53.3, 0.5
279, optimal, 40.0, 30, 46.7, 100.0, 60.0, 0.5
280, optimal, 26.7, 12, 26.7, 80.0, 53.3, 0.4
281, optimal, 93.3, 6, 20.0, 73.3, 60.0, 0.5
282, optimal, 40.0, 8, 26.7, 73.3, 60.0, 0.4
283, optimal, 60.0, 5, 26.7, 66.7, 53.3, 0.4
284, optimal, 53.3, 5, 80.0, 46.7, 40.0, 0.5
285, optimal, 60.0, 48, 46.7, 86.7, 40.0, 0.4
286, optimal, 40.0, 16, 40.0, 73.3, 46.7, 0.4
287, optimal, 80.0, 2, 6.7, 100.0, 100.0, 0.5
288, optimal, 26.7, 2, 6.7, 53.3, 53.3, 0.6
289, optimal, 66.7, 24, 40.0, 100.0, 66.7, 0.4
290, optimal, 46.7, 2, 6.7, 46.7, 46.7, 0.5
291, optimal, 40.0, 6, 60.0, 53.3, 6.7, 0.5
292, optimal, 73.3, 36, 66.7, 93.3, 53.3, 0.6
293, optimal, 73.3, 16, 66.7, 73.3, 46.7, 0.4
294, optimal, 33.3, 36, 40.0, 60.0, 20.0, 0.5
295, optimal, 20.0, 6, 40.0, 73.3, 33.3, 0.6
296, optimal, 60.0, 6, 26.7, 80.0, 66.7, 0.5
297, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.6
298, optimal, 73.3, 4, 13.3, 86.7, 80.0, 0.4
299, optimal, 53.3, 2, 6.7, 93.3, 93.3, 0.5
300, optimal, 20.0, 20, 66.7, 80.0, 53.3, 0.5
301, optimal, 80.0, 6, 20.0, 93.3, 73.3, 0.5
302, optimal, 60.0, 1, 0.0, 86.7, 86.7, 0.5
303, optimal, 66.7, 3, 13.3, 73.3, 66.7, 0.6
304, optimal, 26.7, 6, 20.0, 73.3, 60.0, 0.5
305, optimal, 40.0, 6, 26.7, 80.0, 66.7, 0.6
306, optimal, 80.0, 48, 46.7, 86.7, 46.7, 0.4
307, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.6
308, optimal, 80.0, 24, 40.0, 93.3, 60.0, 0.5
309, optimal, 53.3, 12, 26.7, 80.0, 53.3, 0.4
310, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.5
311, optimal, 20.0, 4, 13.3, 46.7, 33.3, 0.5
312, optimal, 60.0, 120, 66.7, 93.3, 26.7, 0.5
313, optimal, 46.7, 6, 20.0, 60.0, 46.7, 0.5
314, optimal, 53.3, 4, 13.3, 60.0, 46.7, 0.4
315, optimal, 60.0, 4, 13.3, 86.7, 80.0, 0.6
316, optimal, 66.7, 12, 33.3, 93.3, 73.3, 0.5
317, optimal, 66.7, 4, 13.3, 86.7, 73.3, 0.5
318, optimal, 46.7, 6, 20.0, 53.3, 33.3, 0.5
319, optimal, 33.3, 12, 26.7, 73.3, 46.7, 0.5
320, optimal, 46.7, 8, 20.0, 80.0, 66.7, 0.4
321, optimal, 73.3, 2, 6.7, 80.0, 80.0, 0.6
322, optimal, 46.7, 8, 33.3, 60.0, 33.3, 0.5
323, optimal, 53.3, 24, 40.0, 93.3, 53.3, 0.4
324, optimal, 26.7, 2, 6.7, 80.0, 80.0, 0.6
325, optimal, 33.3, 18, 73.3, 66.7, 33.3, 0.5
326, optimal, 13.3, 4, 26.7, 66.7, 60.0, 0.4
327, optimal, 60.0, 24, 40.0, 86.7, 46.7, 0.4
328, optimal, 40.0, 12, 26.7, 80.0, 53.3, 0.4
329, optimal, 66.7, 2, 6.7, 73.3, 73.3, 0.6
330, optimal, 33.3, 24, 40.0, 73.3, 33.3, 0.4
331, optimal, 53.3, 48, 46.7, 100.0, 53.3, 0.4
332, optimal, 66.7, 720, 100.0, 100.0, 0.0, 4.5
333, optimal, 66.7, 4, 13.3, 86.7, 73.3, 0.4
334, optimal, 53.3, 10, 46.7, 60.0, 20.0, 0.5
335, optimal, 73.3, 2, 6.7, 100.0, 100.0, 0.7
336, optimal, 60.0, 10, 40.0, 86.7, 60.0, 0.5
337, optimal, 13.3, 24, 86.7, 60.0, 33.3, 0.4
338, optimal, 20.0, 6, 20.0, 40.0, 26.7, 0.4
339, optimal, 40.0, 4, 13.3, 53.3, 46.7, 0.5
340, optimal, 40.0, 4, 13.3, 46.7, 40.0, 0.6
341, optimal, 66.7, 4, 13.3, 86.7, 80.0, 0.6
342, optimal, 66.7, 12, 26.7, 100.0, 73.3, 0.4
343, optimal, 60.0, 1, 0.0, 60.0, 60.0, 0.6
344, optimal, 53.3, 4, 13.3, 53.3, 46.7, 0.4
345, optimal, 40.0, 4, 13.3, 80.0, 73.3, 0.5
346, optimal, 60.0, 36, 40.0, 80.0, 40.0, 0.4
347, optimal, 53.3, 2, 6.7, 80.0, 80.0, 0.5
348, optimal, 60.0, 14, 66.7, 86.7, 46.7, 0.6
349, optimal, 40.0, 9, 46.7, 100.0, 73.3, 0.5
350, optimal, 80.0, 48, 46.7, 93.3, 46.7, 0.4
351, optimal, 33.3, 4, 13.3, 66.7, 60.0, 0.5
352, optimal, 40.0, 13, 93.3, 100.0, 40.0, 0.6
353, optimal, 40.0, 720, 100.0, 100.0, 0.0, 4.9
354, optimal, 13.3, 4, 20.0, 73.3, 60.0, 0.6
355, optimal, 33.3, 36, 40.0, 80.0, 40.0, 0.5
356, optimal, 53.3, 48, 46.7, 100.0, 53.3, 0.4
357, optimal, 80.0, 16, 53.3, 93.3, 60.0, 0.5
358, optimal, 66.7, 16, 73.3, 80.0, 46.7, 0.5
359, optimal, 53.3, 3, 13.3, 73.3, 60.0, 0.5
360, optimal, 20.0, 21, 60.0, 60.0, 20.0, 0.4
361, optimal, 60.0, 1, 0.0, 60.0, 60.0, 0.5
362, optimal, 53.3, 24, 40.0, 93.3, 53.3, 0.4
363, optimal, 33.3, 12, 26.7, 80.0, 60.0, 0.4
364, optimal, 80.0, 16, 93.3, 100.0, 33.3, 0.7
365, optimal, 53.3, 4, 13.3, 66.7, 60.0, 0.7
366, optimal, 73.3, 12, 33.3, 100.0, 73.3, 0.6
367, optimal, 80.0, 2, 6.7, 80.0, 80.0, 0.5
368, optimal, 26.7, 2, 6.7, 40.0, 40.0, 0.6
369, optimal, 53.3, 24, 100.0, 100.0, 26.7, 0.5
370, optimal, 40.0, 2, 6.7, 73.3, 73.3, 0.6
371, optimal, 46.7, 2, 6.7, 86.7, 86.7, 0.4
372, optimal, 66.7, 4, 20.0, 80.0, 73.3, 0.5
373, optimal, 60.0, 4, 13.3, 73.3, 66.7, 0.4
374, optimal, 46.7, 2, 6.7, 93.3, 93.3, 0.6
375, optimal, 26.7, 36, 73.3, 60.0, 26.7, 0.5
376, optimal, 60.0, 4, 13.3, 60.0, 53.3, 0.5
377, optimal, 80.0, 2, 6.7, 100.0, 100.0, 0.6
378, optimal, 73.3, 3, 13.3, 93.3, 86.7, 0.6
379, optimal, 46.7, 4, 20.0, 86.7, 73.3, 0.5
380, optimal, 46.7, 8, 40.0, 93.3, 73.3, 0.5
381, optimal, 73.3, 2, 6.7, 73.3, 73.3, 0.5
382, optimal, 60.0, 6, 20.0, 73.3, 60.0, 0.4
383, optimal, 26.7, 2, 6.7, 66.7, 66.7, 0.6
384, optimal, 6.7, 14, 53.3, 40.0, 0.0, 0.5
385, optimal, 53.3, 4, 40.0, 86.7, 66.7, 0.6
386, optimal, 40.0, 12, 26.7, 86.7, 60.0, 0.4
387, optimal, 26.7, 4, 13.3, 73.3, 60.0, 0.6
388, optimal, 46.7, 24, 40.0, 100.0, 60.0, 0.4
389, optimal, 60.0, 4, 13.3, 73.3, 60.0, 0.4
390, optimal, 26.7, 8, 20.0, 60.0, 40.0, 0.4
391, optimal, 53.3, 120, 66.7, 80.0, 13.3, 0.5
392, optimal, 66.7, 4, 13.3, 33.3, 26.7, 0.4
393, optimal, 40.0, 1, 0.0, 66.7, 66.7, 0.6
394, optimal, 40.0, 8, 20.0, 73.3, 53.3, 0.4
395, optimal, 73.3, 2, 6.7, 80.0, 80.0, 0.5
396, optimal, 40.0, 10, 53.3, 60.0, 26.7, 0.5
397, optimal, 60.0, 4, 13.3, 100.0, 86.7, 0.5
398, optimal, 73.3, 4, 13.3, 100.0, 86.7, 0.5
399, optimal, 80.0, 8, 20.0, 100.0, 80.0, 0.5
400, optimal, 100.0, 8, 26.7, 86.7, 73.3, 0.4
401, optimal, 46.7, 6, 26.7, 60.0, 40.0, 0.5
402, optimal, 66.7, 120, 66.7, 93.3, 26.7, 0.5
403, optimal, 40.0, 6, 20.0, 40.0, 20.0, 0.4
404, optimal, 53.3, 10, 66.7, 86.7, 40.0, 0.5
405, optimal, 53.3, 8, 26.7, 80.0, 60.0, 0.6
406, optimal, 60.0, 6, 20.0, 66.7, 53.3, 0.5
407, optimal, 20.0, 8, 26.7, 40.0, 20.0, 0.6
408, optimal, 33.3, 48, 46.7, 60.0, 13.3, 0.5
